location,parameter,dss file,dss path
FOLSOM,FLOW-NIMBUS MINIMUM (CFS),forecast/simGroups/FTestShort/bc.dss,//FOLSOM/FLOW-NIMBUS MINIMUM (CFS)//1MON/Apr17-M-2011/
FOLSOM,NIMBUS MINIMUM (TAF),forecast/simGroups/FTestShort/bc.dss,//FOLSOM/NIMBUS MINIMUM (TAF)//1MON/Apr17-M-2011/
LAKE NATOMA,ACTUAL NIMBUS RELEASE (TAF),forecast/simGroups/FTestShort/bc.dss,/AMERICAN RIVER/LAKE NATOMA/ACTUAL NIMBUS RELEASE (TAF)//1MON/Apr17-M-2011/
LAKE NATOMA,FLOW-NIMBUS ACTUAL,forecast/simGroups/FTestShort/bc.dss,/AMERICAN RIVER/LAKE NATOMA/FLOW-NIMBUS ACTUAL//1DAY/Apr17-M-2011/
FOLSOM,STORAGE,forecast/simGroups/FTestShort/bc.dss,//FOLSOM/STORAGE//1MON/Apr17-M-2011/
FOLSOM LAKE,STORAGE-CHANGE,forecast/simGroups/FTestShort/bc.dss,//FOLSOM LAKE/STORAGE-CHANGE//1MON/Apr17-M-2011/
FOLSOM,ELEVATION (FEET),forecast/simGroups/FTestShort/bc.dss,//FOLSOM/ELEVATION (FEET)//1MON/Apr17-M-2011/
FOLSOM,AREA (ACRES),forecast/simGroups/FTestShort/bc.dss,//FOLSOM/AREA (ACRES)//1MON/Apr17-M-2011/
FOLSOM,FLOW-AMER AFRP,forecast/simGroups/FTestShort/bc.dss,//FOLSOM/FLOW-AMER AFRP//1MON/Apr17-M-2011/
FOLSOM,FLOW-AFRP,forecast/simGroups/FTestShort/bc.dss,//FOLSOM/FLOW-AMER AFRP//1DAY/Apr17-M-2011/
FOLSOM LAKE,STORAGE-CVP,forecast/simGroups/FTestShort/bc.dss,/AMERICAN RIVER/FOLSOM LAKE/STORAGE-CVP//1DAY/Apr17-M-2011/
FOLSOM LAKE,FLOW-ACC-DEP,forecast/simGroups/FTestShort/bc.dss,/AMERICAN RIVER/FOLSOM LAKE/FLOW-ACC-DEP//1DAY/Apr17-M-2011/
Folsom-NF-in,FLOW-IN,forecast/simGroups/FTestShort/bc.dss,//Folsom-NF-in/FLOW-IN//1DAY/Apr17-M-2011/
Folsom-SF-in,FLOW-IN,forecast/simGroups/FTestShort/bc.dss,//Folsom-SF-in/FLOW-IN//1DAY/Apr17-M-2011/
North Fork abv MF,FLOW-IN,forecast/simGroups/FTestShort/bc.dss,//North Fork abv MF/FLOW-IN//1DAY/Apr17-M-2011/
Middle Fork abv NF,FLOW-IN,forecast/simGroups/FTestShort/bc.dss,//Middle Fork abv NF/FLOW-IN//1DAY/Apr17-M-2011/
LOWER RIVER OUTLET USEAGE,,forecast/simGroups/FTestShort/bc.dss,/FOLSOM/LOWER RIVER OUTLET USEAGE/COUNT//1DAY/Apr17-M-2011/
Folsom-SF-in,TEMP-WATER,forecast/simGroups/FTestShort/bc.dss,//Folsom-SF-in/TEMP-WATER//1DAY/Apr17-M-2011/
Folsom-NF-in,TEMP-WATER,forecast/simGroups/FTestShort/bc.dss,//Folsom-NF-in/TEMP-WATER//1DAY/Apr17-M-2011/
South Canal,TEMP-WATER,forecast/simGroups/FTestShort/bc.dss,//South Canal/TEMP-WATER//1DAY/Apr17-M-2011/
CARMICHAEL,FLOW-MUNICIPAL,forecast/simGroups/FTestShort/bc.dss,/AMERICAN RIVER/CARMICHAEL/FLOW-MUNICIPAL//1DAY/Apr17-M-2011/
SACRAMENTO,FLOW-MUNICIPAL,forecast/simGroups/FTestShort/bc.dss,/AMERICAN RIVER/SACRAMENTO/FLOW-MUNICIPAL//1DAY/Apr17-M-2011/
ZERO-BY-DAY,FLOW-ZERO,forecast/simGroups/FTestShort/bc.dss,//ZERO-BY-DAY/FLOW-ZERO//1DAY/Apr17-M-2011/
ZERO-BY-HOUR,FLOW-ZERO,forecast/simGroups/FTestShort/bc.dss,//ZERO-BY-HOUR/FLOW-ZERO//1Hour/Apr17-M-2011/
